0,0.0458167
1,0.067919
2,0.0597728
3,0.0602836
4,0.0445918
5,0.0683752
6,0.0634955
7,0.0717541
8,0.0566922
9,0.0650221
10,0.0544411
11,0.0669533
12,0.0935028
13,0.0520808
14,0.0553483
15,0.0834633
16,0.0555924
17,0.0859453
18,0.0611024
19,0.0497888
20,0.0658353
21,0.056268
22,0.0473326
23,0.056747
24,0.0705595
25,0.0628191
26,0.0548404
27,0.0389602
28,0.0605702
29,0.0843543
30,0.0592141
31,0.0622084
32,0.0526527
33,0.0526854
34,0.057733
35,0.0717787
36,0.0580619
37,0.054581
38,0.0853631
39,0.0717468
40,0.047964
41,0.0663527
42,0.0605013
43,0.0489639
44,0.0564811
45,0.0851233
46,0.0547167
47,0.0609222
48,0.0783183
49,0.0649148
50,0.0545614
51,0.0896649
52,0.0503
53,0.0970644
54,0.0776762
55,0.0741273
56,0.0674494
57,0.0598934
58,0.0598461
59,0.058669
60,0.0468249
61,0.0755035
62,0.0876995
63,0.0627782
64,0.0541815
65,0.0577182
66,0.0565239
67,0.0750932
68,0.0541006
69,0.0769091
70,0.0628551
71,0.0593393
72,0.058364
73,0.0713715
74,0.0454895
75,0.0726244
76,0.0597987
77,0.0723526
78,0.085824
79,0.0546836
80,0.0579472
81,0.0685412
82,0.0420966
83,0.087973
84,0.0655152
85,0.0593234
86,0.05903
87,0.0614153
88,0.0691604
89,0.0656481
90,0.0560397
91,0.0652515
92,0.0498196
93,0.0618964
94,0.0711771
95,0.0723455
96,0.0592644
97,0.0526534
98,0.0512495
99,0.0584238
100,0.0707278
101,0.0540787
102,0.0743401
103,0.0609788
104,0.0513192
105,0.080837
106,0.0486814
107,0.0728049
108,0.0539174
109,0.0605215
110,0.0429572
111,0.0517808
112,0.0634263
113,0.0521037
114,0.0537865
115,0.0588169
116,0.0651519
117,0.0512997
118,0.0485623
119,0.056738
120,0.0595854
121,0.0570014
122,0.0567014
123,0.0743545
124,0.0462487
125,0.0713986
126,0.056585
127,0.0830891
128,0.0844835
129,0.0574699
130,0.0850069
131,0.0824143
132,0.0450869
133,0.0620586
134,0.0580447
135,0.0571889
136,0.0628485
137,0.0689762
138,0.081776
139,0.0532368
140,0.0459334
141,0.0611341
142,0.064118
143,0.0617384
144,0.0665855
145,0.0591608
146,0.065659
147,0.0573544
148,0.0655943
149,0.0638109
0,0.0865616
1,0.0804828
2,0.0410176
3,0.0799099
4,0.0711532
5,0.0695069
6,0.0820603
7,0.0692958
8,0.065317
9,0.0566555
10,0.0618243
11,0.0510488
12,0.0538119
13,0.0806252
14,0.0457195
15,0.0670987
16,0.0787341
17,0.0418547
18,0.0324483
19,0.0565605
20,0.0666202
21,0.0598952
22,0.0539024
23,0.0693672
24,0.0641151
25,0.0734285
26,0.0486436
27,0.092458
28,0.0595495
29,0.0732351
30,0.0727719
31,0.0864044
32,0.0871484
33,0.0504296
34,0.0519956
35,0.0742779
36,0.0436073
37,0.0487621
38,0.0832582
39,0.0505906
40,0.0659548
41,0.0595716
42,0.0553495
43,0.0604089
44,0.0778384
45,0.0606538
46,0.067463
47,0.0766181
48,0.0505696
49,0.0700474
50,0.0652195
51,0.0422541
52,0.0553427
53,0.0617736
54,0.0492105
55,0.0534967
56,0.0690772
57,0.0532733
58,0.0585695
59,0.0627105
60,0.0571294
61,0.0871853
62,0.0699119
63,0.0438399
64,0.0716277
65,0.0668428
66,0.0581966
67,0.0571776
68,0.0600926
69,0.0835578
70,0.0662463
71,0.0552176
72,0.0556175
73,0.0923608
74,0.0568699
75,0.0719873
76,0.0702249
77,0.0727858
78,0.0586715
79,0.0694269
80,0.0516568
81,0.0619287
82,0.0439593
83,0.0644671
84,0.0639878
85,0.0469295
86,0.0896972
87,0.0712357
88,0.0684393
89,0.0522976
90,0.0632666
91,0.0531071
92,0.0727812
93,0.051988
94,0.0633983
95,0.0328705
96,0.0611192
97,0.0613681
98,0.091436
99,0.0745981
100,0.0807107
101,0.0513397
102,0.0692799
103,0.0629952
104,0.0527483
105,0.0715911
106,0.0658713
107,0.0551897
108,0.0694464
109,0.0714017
110,0.0539848
111,0.0943942
112,0.0792174
113,0.0569215
114,0.0518524
115,0.0619956
116,0.0572682
117,0.0533394
118,0.0595262
119,0.0762151
120,0.0642938
121,0.079639
122,0.0514594
123,0.0656573
124,0.0756049
125,0.062756
126,0.0623705
127,0.0592097
128,0.0692483
129,0.0552592
130,0.0797438
131,0.0531089
132,0.0487141
133,0.0736051
134,0.0580768
135,0.0596106
136,0.0548092
137,0.079164
138,0.0820224
139,0.0456252
140,0.0547645
141,0.0788689
142,0.0963738
143,0.0914087
144,0.0587377
145,0.0728137
146,0.0797258
147,0.039455
148,0.0724546
149,0.0717612
0,0.0521036
1,0.0366524
2,0.0405136
3,0.0523773
4,0.043252
5,0.0337605
6,0.0488635
7,0.050529
8,0.0384135
9,0.0370972
10,0.0429639
11,0.0497141
12,0.0814558
13,0.0546855
14,0.0499036
15,0.0415942
16,0.0551098
17,0.061753
18,0.0337657
19,0.0636446
20,0.036532
21,0.0505134
22,0.0694615
23,0.0407539
24,0.03539
25,0.0384331
26,0.0454821
27,0.0413018
28,0.0420679
29,0.0396699
30,0.0457075
31,0.0327705
32,0.0385821
33,0.0382689
34,0.0669075
35,0.0628009
36,0.0422852
37,0.0425415
38,0.0381906
39,0.0545314
40,0.037515
41,0.0302934
42,0.0364086
43,0.0437306
44,0.0431691
45,0.0441211
46,0.0411993
47,0.0399391
48,0.0449905
49,0.0387984
50,0.0402387
51,0.0370477
52,0.0447725
53,0.0658415
54,0.0572187
55,0.0496674
56,0.0454153
57,0.0406904
58,0.0420034
59,0.0523253
60,0.0506232
61,0.0679215
62,0.0566645
63,0.0470735
64,0.0559091
65,0.0470046
66,0.0345151
67,0.0478345
68,0.0633663
69,0.0759685
70,0.0495623
71,0.0437789
72,0.04371
73,0.0491191
74,0.0478191
75,0.0519979
76,0.0432689
77,0.0487045
78,0.0384902
79,0.0505384
80,0.0439589
81,0.0395786
82,0.0433857
83,0.0742989
84,0.0647505
85,0.0388034
86,0.037481
87,0.0552251
88,0.0455602
89,0.0512571
90,0.0485903
91,0.0275279
92,0.0446248
93,0.0396163
94,0.0561613
95,0.0529543
96,0.0506098
97,0.0507493
98,0.0507738
99,0.0534828
100,0.0488748
101,0.0442442
102,0.0534409
103,0.0582175
104,0.0382727
105,0.0615597
106,0.0687437
107,0.0401343
108,0.0510379
109,0.0518676
110,0.0408588
111,0.054273
112,0.0483784
113,0.0353131
114,0.0420503
115,0.050117
116,0.0358467
117,0.0456075
118,0.0653404
119,0.0502435
120,0.0338718
121,0.0475677
122,0.0381285
123,0.0452976
124,0.0449826
125,0.0405259
126,0.0487582
127,0.0471625
128,0.0540787
129,0.0421849
130,0.0423444
131,0.0425125
132,0.0486808
133,0.0566335
134,0.0455737
135,0.04199
136,0.0541474
137,0.0477507
138,0.03562
139,0.04179
140,0.0639529
141,0.0492436
142,0.040625
143,0.0409942
144,0.0417318
145,0.0429776
146,0.0440704
147,0.0388619
148,0.047701
149,0.0520235
0,0.0446221
1,0.0319426
2,0.0516745
3,0.0416788
4,0.0416415
5,0.0398906
6,0.0307516
7,0.0456539
8,0.0341674
9,0.0401304
10,0.0534034
11,0.0484776
12,0.0680665
13,0.0613624
14,0.0361496
15,0.0457247
16,0.0417531
17,0.0621856
18,0.0363094
19,0.0504213
20,0.0353297
21,0.0444107
22,0.0461111
23,0.036321
24,0.0376156
25,0.0437642
26,0.0388102
27,0.0414043
28,0.0341704
29,0.045266
30,0.0455939
31,0.041573
32,0.0371263
33,0.0330714
34,0.0508328
35,0.0620067
36,0.0505841
37,0.0443496
38,0.0291961
39,0.052283
40,0.0389242
41,0.039041
42,0.0325525
43,0.0324141
44,0.0468686
45,0.0393442
46,0.0402281
47,0.0412661
48,0.0328371
49,0.0366041
50,0.0507372
51,0.0365977
52,0.0487151
53,0.0542232
54,0.0516642
55,0.0460434
56,0.041249
57,0.0340153
58,0.0332834
59,0.0542774
60,0.0463374
61,0.0353549
62,0.0418477
63,0.0562574
64,0.0524577
65,0.0326075
66,0.0441103
67,0.034114
68,0.0427416
69,0.0539036
70,0.0515745
71,0.0494907
72,0.0321745
73,0.0465247
74,0.0477248
75,0.0417242
76,0.0459839
77,0.0648448
78,0.0421464
79,0.0471308
80,0.057775
81,0.0433252
82,0.0491203
83,0.054292
84,0.0627157
85,0.0414427
86,0.0428978
87,0.0355238
88,0.038871
89,0.0575532
90,0.0578612
91,0.0295408
92,0.0414794
93,0.0400951
94,0.0318105
95,0.0525056
96,0.0510854
97,0.0327
98,0.0533813
99,0.0289173
100,0.0364162
101,0.048622
102,0.0349403
103,0.0557899
104,0.0428847
105,0.0318329
106,0.0425895
107,0.0590598
108,0.0298106
109,0.0521576
110,0.0480525
111,0.0463564
112,0.0407997
113,0.0340135
114,0.0606971
115,0.0501479
116,0.0369822
117,0.0350846
118,0.0526113
119,0.0469119
120,0.0402467
121,0.0466469
122,0.0358685
123,0.0432249
124,0.0429138
125,0.0411553
126,0.0500258
127,0.0356541
128,0.0398721
129,0.0517393
130,0.0424899
131,0.0356948
132,0.030375
133,0.0400104
134,0.0451705
135,0.0667927
136,0.0342471
137,0.0328473
138,0.0395364
139,0.0492102
140,0.0497351
141,0.0530756
142,0.0533923
143,0.050046
144,0.0598599
145,0.0280143
146,0.0348927
147,0.0570055
148,0.0314084
149,0.0515665
0,0.0375355
1,0.0631705
2,0.0615539
3,0.0447198
4,0.0398955
5,0.0374951
6,0.052684
7,0.0634288
8,0.0300635
9,0.0419527
10,0.0510944
11,0.0577651
12,0.0719959
13,0.045633
14,0.037141
15,0.0282096
16,0.0424085
17,0.0710063
18,0.0411573
19,0.0520337
20,0.0392324
21,0.0335969
22,0.0487582
23,0.0361588
24,0.0371164
25,0.0460284
26,0.0434334
27,0.038362
28,0.0380238
29,0.0448333
30,0.0527767
31,0.0479437
32,0.033721
33,0.039452
34,0.0281132
35,0.0420614
36,0.0443387
37,0.0507307
38,0.0488731
39,0.0410898
40,0.0362241
41,0.0504579
42,0.0431874
43,0.0351904
44,0.0344268
45,0.0439009
46,0.0416249
47,0.0441314
48,0.0422952
49,0.0380211
50,0.0451458
51,0.0371373
52,0.0489504
53,0.0762451
54,0.0443792
55,0.0357525
56,0.0365726
57,0.035889
58,0.0363133
59,0.064349
60,0.0345199
61,0.0425592
62,0.0506891
63,0.0329668
64,0.0402
65,0.037807
66,0.0505027
67,0.0396511
68,0.0379776
69,0.0785353
70,0.0485711
71,0.0391878
72,0.0387961
73,0.0415134
74,0.0349013
75,0.043912
76,0.0478361
77,0.0384438
78,0.0451862
79,0.0449382
80,0.0407497
81,0.0377641
82,0.0451202
83,0.0543796
84,0.0386838
85,0.043062
86,0.0454088
87,0.0441628
88,0.0466843
89,0.0378164
90,0.0371714
91,0.038336
92,0.0469851
93,0.0387518
94,0.0536866
95,0.127855
96,0.0421665
97,0.0466377
98,0.0345222
99,0.0386493
100,0.042063
101,0.0425609
102,0.0499379
103,0.0431275
104,0.0482163
105,0.05292
106,0.0339666
107,0.0581017
108,0.0369268
109,0.050961
110,0.0489725
111,0.039771
112,0.035772
113,0.0406503
114,0.058071
115,0.0525734
116,0.0617918
117,0.0324887
118,0.0458333
119,0.0342641
120,0.0512006
121,0.0343563
122,0.0367162
123,0.034669
124,0.0462477
125,0.0352134
126,0.0494294
127,0.0368281
128,0.049457
129,0.0762646
130,0.0511597
131,0.0349468
132,0.0393013
133,0.0428974
134,0.0462705
135,0.0423646
136,0.0375489
137,0.0461619
138,0.0492857
139,0.0470427
140,0.0608252
141,0.0359675
142,0.03369
143,0.0377968
144,0.0458897
145,0.0364385
146,0.0378301
147,0.0659102
148,0.0396503
149,0.0458618
